amount_in,amount_out,gas
12200000000000000000,12185003471754658781,179811
12250000000000000000,12234930492290550820,179811
12300000000000000000,12284857419346033468,179811
12350000000000000000,12334784251697726658,179811
12400000000000000000,12384710990569407937,179811
12450000000000000000,12434637635349487218,179811
12500000000000000000,12484564186038163815,179811
12550000000000000000,12534490642635637042,179811
12600000000000000000,12584417005753892162,179811
12650000000000000000,12634343274169556014,179811
12700000000000000000,12684269449106399232,179811
12750000000000000000,12734195529952835180,179811
12800000000000000000,12784121516709063168,179811
12850000000000000000,12834047409375282506,179801
12900000000000000000,12883973208563474999,179801
12950000000000000000,12933898913050274391,179801
13000000000000000000,12983824523447663061,179801
13050000000000000000,13033750040367621084,179801
13100000000000000000,13083675463198565849,179801
13150000000000000000,13133600791940696662,179801
13200000000000000000,13183526026594212829,179801
13250000000000000000,13233451167159313655,179801
13300000000000000000,13283376214247976336,179801
13350000000000000000,13333301167248621133,179801
13400000000000000000,13383226025549670613,179801
13450000000000000000,13433150790374878130,179801
13500000000000000000,13483075461112665672,179801
13550000000000000000,13533000038375007553,179801
13600000000000000000,13582924520938552475,179801
13650000000000000000,13632848909415275326,179801
13700000000000000000,13682773204417148689,179801
13750000000000000000,13732697405332597428,179811
13800000000000000000,13782621511550048709,179811
13850000000000000000,13832545524905018228,179811
13900000000000000000,13882469443562388884,179811
13950000000000000000,13932393268745902512,179811
14000000000000000000,13982316999232217021,179811
14050000000000000000,14032240636245071941,179811
14100000000000000000,14082164179172896163,179811
14150000000000000000,14132087628015888980,179811
14200000000000000000,14182010982774249686,179811
14250000000000000000,14231934243448177573,179811
14300000000000000000,14281857410649638310,179811
14350000000000000000,14331780483155297861,179811
14400000000000000000,14381703462188887693,179811
14450000000000000000,14431626347138840720,179811
14500000000000000000,14481549138005356232,179811
14550000000000000000,14531471834788633519,179811
14600000000000000000,14581394438100634790,179811
14650000000000000000,14631316946718032915,179811
14700000000000000000,14681239361252790677,179811
14750000000000000000,14731161682928629754,179811
14800000000000000000,14781083909298703500,179811
14850000000000000000,14831006042810254829,179811
14900000000000000000,14880928081016441701,179811
14950000000000000000,14930850026364502422,179811
15000000000000000000,14980771877631116188,179811
15050000000000000000,15030693634204724542,179811
15100000000000000000,15080615297309042823,179811
15150000000000000000,15130536866332511997,179811
15200000000000000000,15180458341887087358,179811
15250000000000000000,15230379722749455583,179811
15300000000000000000,15280301010143327404,179785
15350000000000000000,15330222202845391800,179785
15400000000000000000,15380143302079357198,179785
15450000000000000000,15430064307233668014,179785
15500000000000000000,15479985218308523525,179785
15550000000000000000,15529906035304123007,179785
15600000000000000000,15579826758220665737,179785
15650000000000000000,15629747387670101823,179785
15700000000000000000,15679667922429128298,179785
15750000000000000000,15729588363721445526,179785
15800000000000000000,15779508711547251055,179785
15850000000000000000,15829428964071496838,179785
15900000000000000000,15879349123129629467,179785
15950000000000000000,15929269189333593865,179785
16000000000000000000,15979189160236598635,179785
16050000000000000000,16029109037674085185,179785
16100000000000000000,16079028820422759753,179785
16150000000000000000,16128948510318058566,179785
16200000000000000000,16178868105524943935,179811
16250000000000000000,16228787606655360779,179811
16300000000000000000,16278707014321251718,179811
16350000000000000000,16328626327299328740,179811
16400000000000000000,16378545546813277237,179811
16450000000000000000,16428464672251553125,179811
16500000000000000000,16478383704226096714,179811
16550000000000000000,16528302641513624600,179811
16600000000000000000,16578221484726077668,179811
16650000000000000000,16628140234475394502,179811
16700000000000000000,16678058889538295147,179811
16750000000000000000,16727977451138456931,179811
16800000000000000000,16777895918664339794,179811
16850000000000000000,16827814292727880014,179811
16900000000000000000,16877732572717538683,179811
16950000000000000000,16927650758021779191,179811
17000000000000000000,16977568849864273108,179811
17050000000000000000,17027486847021748532,179811
17100000000000000000,17077404751329608868,179811
17150000000000000000,17127322560952849226,179811
17200000000000000000,17177240276503403577,179811
17250000000000000000,17227157898593203590,179811
17300000000000000000,17277075425998983118,179811
17350000000000000000,17326992859944405665,179811
17400000000000000000,17376910199817938072,179811
17450000000000000000,17426827445619779592,179811
17500000000000000000,17476744597350129477,179811
17550000000000000000,17526661655620915938,179811
17600000000000000000,17576578619820608115,179811
17650000000000000000,17626495489337677451,179811
17700000000000000000,17676412265395779387,179811
17750000000000000000,17726328947383384789,179811
17800000000000000000,17776245535912418987,179811
17850000000000000000,17826162029147902983,179811
17900000000000000000,17876078429536939202,179811
17950000000000000000,17925994735856274724,179811
18000000000000000000,17975910947494385019,179811
18050000000000000000,18025827065674917464,179811
18100000000000000000,18075743090398069578,179811
18150000000000000000,18125659020440594774,179811
18200000000000000000,18175574857026136975,179801
18250000000000000000,18225490599543172797,179801
18300000000000000000,18275406247380181155,179801
18350000000000000000,18325321801760802519,179801
18400000000000000000,18375237262073515227,179801
18450000000000000000,18425152628930237121,179801
18500000000000000000,18475067901107729665,179801
18550000000000000000,18524983079829628722,179801
18600000000000000000,18574898163872698057,179801
18650000000000000000,18624813154460571231,179801
18700000000000000000,18674728050981730031,179801
18750000000000000000,18724642854048088841,179801
18800000000000000000,18774557562436416029,179801
18850000000000000000,18824472177370340547,179801
18900000000000000000,18874386697626633064,179801
18950000000000000000,18924301124428920228,179801
19000000000000000000,18974215457165687279,179801
19050000000000000000,19024129696448845141,179811
19100000000000000000,19074043840443457969,179811
19150000000000000000,19123957891596570615,179811
19200000000000000000,19173871848684958923,179811
19250000000000000000,19223785711708822124,179811
19300000000000000000,19273699480668359449,179811
19350000000000000000,19323613155563770125,179811
19400000000000000000,19373526736395253383,179811
19450000000000000000,19423440223163008448,179811
19500000000000000000,19473353616478941063,179811
19550000000000000000,19523266916343248725,179811
19600000000000000000,19573180120921012851,179811
19650000000000000000,19623093232047550477,179811
19700000000000000000,19673006249111354890,179811
19750000000000000000,19722919172724328949,179811
19800000000000000000,19772832002274967093,178829
19850000000000000000,19822744737151766060,178829
19900000000000000000,19872657378578330615,178829
19950000000000000000,19922569925943156921,178829
20000000000000000000,19972482379858144957,178829
