amount_in,amount_out,gas
9200000000000000000,9142738830783432332,179771
9250000000000000000,9192415916065864154,179771
9300000000000000000,9242092875149299292,179771
9350000000000000000,9291769707422397650,179771
9400000000000000000,9341446412885522585,179771
9450000000000000000,9391122992150737025,179771
9500000000000000000,9440799444606703202,179771
9550000000000000000,9490475770253784470,179771
9600000000000000000,9540151969704041416,179771
9650000000000000000,9589828042346138602,179771
9700000000000000000,9639503988792135055,179771
9750000000000000000,9689179807819001992,179771
9800000000000000000,9738855501262187458,179771
9850000000000000000,9788531067898663443,179771
9900000000000000000,9838206507117100726,179779
9950000000000000000,9887881820141248557,179779
10000000000000000000,9937557006971467945,179779
10050000000000000000,9987232066996429662,179753
10100000000000000000,10036907000828186500,179753
10150000000000000000,10086581807243722111,179753
10200000000000000000,10136256487466777957,179753
10250000000000000000,10185931040886027920,179753
10300000000000000000,10235605468113521670,179753
10350000000000000000,10285279769149620205,179753
10400000000000000000,10334953942771314949,179753
10450000000000000000,10384627990202339577,179753
10500000000000000000,10434301910831371852,179753
10550000000000000000,10483975705270457547,179753
10600000000000000000,10533649372908275980,179753
10650000000000000000,10583322913745190471,179753
10700000000000000000,10632996328393244455,179753
10750000000000000000,10682669615629440240,179753
10800000000000000000,10732342777289179157,179753
10850000000000000000,10782015812149464287,179753
10900000000000000000,10831688720210658945,179753
10950000000000000000,10881361501473126441,179753
11000000000000000000,10931034157160580982,179753
11050000000000000000,10980706685438357199,179753
11100000000000000000,11030379086918494624,179753
11150000000000000000,11080051362213029677,179753
11200000000000000000,11129723511322323327,179753
11250000000000000000,11179395533023393429,179753
11300000000000000000,11229067428539947175,179753
11350000000000000000,11278739197872345530,179753
11400000000000000000,11328410839797611013,179753
11450000000000000000,11378082355539446144,179753
11500000000000000000,11427753745098211884,179753
11550000000000000000,11477425007862602301,179753
11600000000000000000,11527096143832980689,179753
11650000000000000000,11576767153009710338,179763
11700000000000000000,11626438036004819090,179763
11750000000000000000,11676108792207004122,179763
11800000000000000000,11725779422839954716,179763
11850000000000000000,11775449926069042828,179763
11900000000000000000,11825120302506295514,179763
11950000000000000000,11874790552763736723,179753
12000000000000000000,11924460676230067511,179753
12050000000000000000,11974130673517310265,179753
12100000000000000000,12023800543402509266,179753
12150000000000000000,12073470287721002782,179753
12200000000000000000,12123139904638179092,179753
12250000000000000000,12172809395377715796,179753
12300000000000000000,12222478759939973831,179753
12350000000000000000,12272147997713659689,179753
12400000000000000000,12321817108699136638,179753
12450000000000000000,12371486093508420829,179753
12500000000000000000,12421154950918568977,179753
12550000000000000000,12470823682764900665,179753
12600000000000000000,12520492287212822834,179753
12650000000000000000,12570160765486000622,179753
12700000000000000000,12619829116973145959,179753
12750000000000000000,12669497342286270318,179753
12800000000000000000,12719165440814087181,179753
12850000000000000000,12768833412556959800,179753
12900000000000000000,12818501258126897310,179753
12950000000000000000,12868168977524260628,179753
13000000000000000000,12917836569526122013,179753
13050000000000000000,12967504035356134145,179753
13100000000000000000,13017171375014657936,179753
13150000000000000000,13066838587278770309,179753
13200000000000000000,13116505673372119271,179753
13250000000000000000,13166172632683425291,179779
13300000000000000000,13215839465824691268,179779
13350000000000000000,13265506172184639225,179779
13400000000000000000,13315172752375270501,179799
13450000000000000000,13364839205785308671,179799
13500000000000000000,13414505533026753517,179799
13550000000000000000,13464171732876694396,179799
13600000000000000000,13513837806558766856,179799
13650000000000000000,13563503754073331791,179799
13700000000000000000,13613169574197483223,179799
13750000000000000000,13662835268766484686,179799
13800000000000000000,13712500835945799094,179799
13850000000000000000,13762166276959054209,179799
13900000000000000000,13811831591194980593,179799
13950000000000000000,13861496778653941466,179799
14000000000000000000,13911161840559557581,179799
14050000000000000000,13960826775077303517,179799
14100000000000000000,14010491583430799247,179799
14150000000000000000,14060156265008779215,179799
14200000000000000000,14109820819811606633,179799
14250000000000000000,14159485248451269589,179799
14300000000000000000,14209149550928128960,179799
14350000000000000000,14258813726630922293,179799
14400000000000000000,14308477774948390251,179799
14450000000000000000,14358141697715763672,179799
14500000000000000000,14407805493710159112,179799
14550000000000000000,14457469162931939772,179799
14600000000000000000,14507132705381468852,179799
14650000000000000000,14556796121670728204,179799
14700000000000000000,14606459411800078691,179799
14750000000000000000,14656122575158264075,179799
14800000000000000000,14705785611745647548,179799
14850000000000000000,14755448522174207846,179799
14900000000000000000,14805111305221076292,179799
14950000000000000000,14854773962109846386,179799
15000000000000000000,14904436492840878980,179799
15050000000000000000,14954098896802922495,179799
15100000000000000000,15003761173996340113,179799
15150000000000000000,15053423325033105894,179799
15200000000000000000,15103085349301970586,179799
15250000000000000000,15152747247414906690,179799
15300000000000000000,15202409018149057961,179799
15350000000000000000,15252070663339613208,179799
15400000000000000000,15301732181763716963,179799
15450000000000000000,15351393572810126186,179799
15500000000000000000,15401054837702417249,179799
15550000000000000000,15450715976440950988,179809
15600000000000000000,15500376988414484361,179809
15650000000000000000,15550037874234983634,179809
15700000000000000000,15599698633291207318,179809
15750000000000000000,15649359266195120118,179809
15800000000000000000,15699019771723881335,179809
15850000000000000000,15748680151101056436,179809
15900000000000000000,15798340404327006247,179799
15950000000000000000,15848000530178894730,179799
16000000000000000000,15897660530491880335,179799
16050000000000000000,15947320403431530921,179799
16100000000000000000,15996980150221404172,179799
16150000000000000000,16046639770861860907,179799
16200000000000000000,16096299264741667397,179799
16250000000000000000,16145958631861186792,179799
16300000000000000000,16195617872832375227,179799
16350000000000000000,16245276986432409093,179799
16400000000000000000,16294935974496428163,179799
16450000000000000000,16344594835190018951,179799
16500000000000000000,16394253569736726683,179799
16550000000000000000,16443912178136912164,179779
16600000000000000000,16493570659167759559,179779
16650000000000000000,16543229014664396965,179779
16700000000000000000,16592887242792422554,179753
16750000000000000000,16642545344775373767,179753
16800000000000000000,16692203320613611403,179753
16850000000000000000,16741861169084327393,179753
16900000000000000000,16791518891411054510,179753
16950000000000000000,16841176487594153544,179753
17000000000000000000,16890833957022403191,179753
17050000000000000000,16940491299696166574,179753
17100000000000000000,16990148516838967901,179753
17150000000000000000,17039805606004846565,179753
17200000000000000000,17089462569640486301,179753
17250000000000000000,17139119406523089142,179753
17300000000000000000,17188776116653018203,179753
17350000000000000000,17238432700642213254,179753
17400000000000000000,17288089157267883319,179753
17450000000000000000,17337745488365119142,179753
17500000000000000000,17387401692711130523,179753
17550000000000000000,17437057770306280570,179753
17600000000000000000,17486713721762505156,179753
17650000000000000000,17536369546468593064,179753
17700000000000000000,17586025244424907400,179753
17750000000000000000,17635680816243381696,179753
17800000000000000000,17685336261312807067,179753
17850000000000000000,17734991580245115488,179753
17900000000000000000,17784646771817531524,179753
17950000000000000000,17834301837865122570,179753
18000000000000000000,17883956776553547423,179753
18050000000000000000,17933611589717868806,179753
18100000000000000000,17983266276135315168,179753
18150000000000000000,18032920835806249600,179753
18200000000000000000,18082575268119471755,179753
18250000000000000000,18132229574910035021,179753
18300000000000000000,18181883755566735938,179753
18350000000000000000,18231537808866813057,179753
18400000000000000000,18281191736033752438,179753
18450000000000000000,18330845536456355284,179753
18500000000000000000,18380499210746543441,179753
18550000000000000000,18430152757681561675,179753
18600000000000000000,18479806179096447029,179753
18650000000000000000,18529459473156888610,179753
18700000000000000000,18579112641697918794,179753
18750000000000000000,18628765683496786227,179753
18800000000000000000,18678418598553853980,179753
18850000000000000000,18728071386869485121,179753
18900000000000000000,18777724049055595263,179753
18950000000000000000,18827376584500993370,179753
19000000000000000000,18877028993817593495,179753
19050000000000000000,18926681276394206155,179753
19100000000000000000,18976333432231194411,179753
19150000000000000000,19025985461940469980,179753
19200000000000000000,19075637364910845705,179753
19250000000000000000,19125289141754231746,179753
19300000000000000000,19174940791247896174,179753
19350000000000000000,19224592315226841016,179753
19400000000000000000,19274243712468335119,179753
19450000000000000000,19323894982972741533,179763
19500000000000000000,19373546126740423306,179763
19550000000000000000,19423197144383285922,179763
19600000000000000000,19472848035901690091,179763
19650000000000000000,19522498800684455645,179763
19700000000000000000,19572149438120405522,179763
19750000000000000000,19621799950656062398,179763
19800000000000000000,19671450335845628121,179763
19850000000000000000,19721100594301005833,179753
19900000000000000000,19770750726634095561,178809
19950000000000000000,19820400732233721793,178809
20000000000000000000,19870050611100247561,177827
