amount_in,amount_out,gas
4750000000000000000,4607660042848123828,179769
4800000000000000000,4655658392281638024,179815
4850000000000000000,4703646365448694711,179775
4900000000000000000,4751623966065100464,179783
4950000000000000000,4799591196635591605,177829
5000000000000000000,4847548062083052735,179803
5050000000000000000,4895494563700252118,179733
5100000000000000000,4943430706407372523,179737
5150000000000000000,4991356493308961266,179783
5200000000000000000,5039271927508410320,178783
5250000000000000000,5087177012107956879,179743
5300000000000000000,5135071750813058087,179779
5350000000000000000,5182956146723449600,179799
5400000000000000000,5230830203541959162,179771
5450000000000000000,5278693924365823436,177829
5500000000000000000,5326547312291127304,179775
5550000000000000000,5374390371620907621,179775
5600000000000000000,5422223104844573462,179761
5650000000000000000,5470045515035463094,209739
5700000000000000000,5517857606531993735,208787
5750000000000000000,5565659381801318087,209759
5800000000000000000,5613450844535964523,209717
5850000000000000000,5661231998427056226,209731
5900000000000000000,5709002846560711211,209731
5950000000000000000,5756763392021901131,208743
6000000000000000000,5804513638497923883,208773
6050000000000000000,5852253588467859397,209759
6100000000000000000,5899983246219930527,209759
6150000000000000000,5947702614834143439,209731
6200000000000000000,5995411697389360915,209731
6250000000000000000,6043110497566453590,209745
6300000000000000000,6090799018441806472,209745
6350000000000000000,6138477263693685202,209731
6400000000000000000,6186145236395999532,209751
6450000000000000000,6233802939018624895,208773
6500000000000000000,6281450377044702209,208785
6550000000000000000,6329087551133081903,209677
6600000000000000000,6376714466764113802,209717
6650000000000000000,6424331125800159431,209717
6700000000000000000,6471937531910675560,208729
6750000000000000000,6519533689968744169,208757
6800000000000000000,6567119600628425919,209783
6850000000000000000,6614695268760338622,209783
6900000000000000000,6662260698630879396,209729
6950000000000000000,6709815891493533112,208777
7000000000000000000,6757360851010175331,208787
7050000000000000000,6804895582045542657,209759
7100000000000000000,6852420085850103901,209719
7150000000000000000,6899934367285947004,209765
7200000000000000000,6947438428203594085,209773
7250000000000000000,6994932273462295125,208763
7300000000000000000,7042415906113986049,209715
7350000000000000000,7089889328607731264,209761
7400000000000000000,7137352544595077254,209755
7450000000000000000,7184805557124572337,208743
7500000000000000000,7232248370446737356,209741
7550000000000000000,7279680987005995710,208801
7600000000000000000,7327103409847321837,209775
7650000000000000000,7374515642615922799,209729
7700000000000000000,7421917688955624871,209775
7750000000000000000,7469309551907642739,209769
7800000000000000000,7516691234512066558,209765
7850000000000000000,7564062740408966617,209719
7900000000000000000,7611424072635994615,209775
7950000000000000000,7658775234229679446,208747
8000000000000000000,7706116228826340900,209685
8050000000000000000,7753447060060922554,208715
8100000000000000000,7800767730966206559,209705
8150000000000000000,7848078243973132275,209679
8200000000000000000,7895378602713090998,209659
8250000000000000000,7942668811416695566,209685
8300000000000000000,7989948872511336650,208733
8350000000000000000,8037218789624477250,209707
8400000000000000000,8084478565781804048,209687
8450000000000000000,8131728204608227899,209743
8500000000000000000,8178967708526733900,209711
8550000000000000000,8226197080559659383,209743
8600000000000000000,8273416325528678759,209697
8650000000000000000,8320625446453328353,209707
8700000000000000000,8367824445151982460,209693
8750000000000000000,8415013326442212080,209719
8800000000000000000,8462192092140228383,208729
8850000000000000000,8509360747060806561,209693
8900000000000000000,8556519293017996969,209693
8950000000000000000,8603667734224074381,209693
9000000000000000000,8650806073090764499,209729
9050000000000000000,8697934313827678112,209725
9100000000000000000,8745052459443775427,208759
9150000000000000000,8792160512347453587,209717
9200000000000000000,8839258476744427086,209717
9250000000000000000,8886346355040813613,209711
9300000000000000000,8933424151439670001,209743
9350000000000000000,8980491868944038190,208777
9400000000000000000,9027549509956715902,209717
9450000000000000000,9074597078676873026,209689
9500000000000000000,9121634578104045534,208759
9550000000000000000,9168662010637716271,209679
9600000000000000000,9215679380473173711,208743
9650000000000000000,9262686690606453091,209689
9700000000000000000,9309683944032486992,209709
9750000000000000000,9356671144343802368,209689
9800000000000000000,9403648295131572457,209753
9850000000000000000,9450615398189906112,208759
9900000000000000000,9497572457706345652,209765
9950000000000000000,9544519477866829555,209719
10000000000000000000,9591456459265404200,208771
10050000000000000000,9638383407880891703,209745
10100000000000000000,9685300325501967660,209745
10150000000000000000,9732207215113099027,208771
10200000000000000000,9779104081492045198,209741
10250000000000000000,9825990925228245760,209741
10300000000000000000,9872867752293087243,209741
10350000000000000000,9919734563872073656,209741
10400000000000000000,9966591364737638921,208747
10450000000000000000,10013438157269106423,209761
10500000000000000000,10060274943844957198,208733
10550000000000000000,10107101729233590459,209731
10600000000000000000,10153918515811050487,209719
10650000000000000000,10200725307147669761,208777
10700000000000000000,10247522106214936607,209719
10750000000000000000,10294308915983248548,209761
10800000000000000000,10341085740019289220,209729
10850000000000000000,10387852581888401786,209755
10900000000000000000,10434609443960087498,208785
10950000000000000000,10481356329200198087,209679
11000000000000000000,10528093241767748759,208747
11050000000000000000,10574820184626039898,209713
11100000000000000000,10621537160737285033,209719
11150000000000000000,10668244173659549355,209687
11200000000000000000,10714941225158935667,208763
11250000000000000000,10761628320581839319,209687
11300000000000000000,10808305461692068111,209705
11350000000000000000,10854972652042909550,209725
11400000000000000000,10901629894589692159,209771
11450000000000000000,10948277192883224320,209725
11500000000000000000,10994914549876481639,208773
11550000000000000000,11041541969117795809,209715
11600000000000000000,11088159453557791891,209761
11650000000000000000,11134767006146014188,209693
11700000000000000000,11181364630427177505,208733
11750000000000000000,11227952328752290687,209721
11800000000000000000,11274530105856036916,209747
11850000000000000000,11321097962894890613,209707
11900000000000000000,11367655904601004219,209701
11950000000000000000,11414203933320948715,208787
12000000000000000000,11460742053188097561,208749
12050000000000000000,11507270266546806246,209703
12100000000000000000,11553788576336355761,209725
12150000000000000000,11600296986686331639,209771
12200000000000000000,11646795499342236003,209731
12250000000000000000,11693284118431256528,208761
12300000000000000000,11739762847483506257,209725
12350000000000000000,11786231689432335356,209745
12400000000000000000,11832690646614642606,209689
12450000000000000000,11879139721961820240,209689
12500000000000000000,11925578920189952941,208763
12550000000000000000,11972008244227731376,209727
12600000000000000000,12018427695812515122,209713
12650000000000000000,12064837279061364170,209703
12700000000000000000,12111236996899760016,209691
12750000000000000000,12157626853442003977,208763
12800000000000000000,12204006849231539665,239536
12850000000000000000,12250376987191016289,239536
12900000000000000000,12296737270836773917,239580
12950000000000000000,12343087701305052996,239592
13000000000000000000,12389428282704942591,238608
13050000000000000000,12435759017954825559,238610
13100000000000000000,12482079910566529810,239580
13150000000000000000,12528390964050570789,239594
13200000000000000000,12574692180727379057,239574
13250000000000000000,12620983562916569131,239576
13300000000000000000,12667265115908253762,238618
13350000000000000000,12713536841425287683,239608
13400000000000000000,12759798742378236645,239588
13450000000000000000,12806050822864759392,239576
13500000000000000000,12852293085198912765,239594
13550000000000000000,12898525533475801459,237636
13600000000000000000,12944748170007300307,239594
13650000000000000000,12990960997104471917,239590
13700000000000000000,13037164020046409126,239622
13750000000000000000,13083357240547918578,239586
13800000000000000000,13129540661510533017,239632
13850000000000000000,13175714287021894570,239590
13900000000000000000,13221878119387530352,239552
13950000000000000000,13268032162099078030,239506
14000000000000000000,13314176418646873085,239526
14050000000000000000,13360310891333276056,237636
14100000000000000000,13406435583646389696,239566
14150000000000000000,13452550498479802858,239540
14200000000000000000,13498655639319202914,239540
14250000000000000000,13544751009055887699,239552
14300000000000000000,13590836611173131561,239506
14350000000000000000,13636912447374008998,238620
14400000000000000000,13682978523511375948,239536
14450000000000000000,13729034839507364516,239578
14500000000000000000,13775081400619331858,239578
14550000000000000000,13821118209138995007,238606
14600000000000000000,13867145267949927665,238618
14650000000000000000,13913162581712450364,239550
14700000000000000000,13959170150937339027,239550
14750000000000000000,14005167980875110004,239550
14800000000000000000,14051156073812178836,239564
14850000000000000000,14097134432626513107,239590
14900000000000000000,14143103060787326037,238624
14950000000000000000,14189061960578079563,239564
15000000000000000000,14235011136650111767,239560
15050000000000000000,14280950590692442504,238592
15100000000000000000,14326880326761723625,239560
15150000000000000000,14372800347137118225,239560
15200000000000000000,14418710655280839387,239578
15250000000000000000,14464611254061950372,239598
15300000000000000000,14510502147532075500,239552
15350000000000000000,14556383337374347584,239578
15400000000000000000,14602254827046385377,238580
15450000000000000000,14648116620004522739,239556
15500000000000000000,14693968719112252631,239510
15550000000000000000,14739811127823524508,239542
15600000000000000000,14785643848408136003,239560
15650000000000000000,14831466884317837808,238634
15700000000000000000,14877280239003098703,239534
15750000000000000000,14923083915321855080,239552
15800000000000000000,14968877916131006958,239540
15850000000000000000,15014662244286418475,239546
15900000000000000000,15060436903825054364,239546
15950000000000000000,15106201896418328437,238608
16000000000000000000,15151957226691838193,239624
16050000000000000000,15197702896314990411,239604
16100000000000000000,15243438909319942625,238634
16150000000000000000,15289165267965042644,239576
16200000000000000000,15334881975689254181,238624
16250000000000000000,15380589035930265521,239606
16300000000000000000,15426286450943329451,239592
16350000000000000000,15471974224754470117,239600
16400000000000000000,15517652359616818696,239646
16450000000000000000,15563320858963515754,239600
16500000000000000000,15608979725636092459,238608
16550000000000000000,15654628962475051426,239606
16600000000000000000,15700268572910082502,238620
16650000000000000000,15745898559779450294,239586
16700000000000000000,15791518927100579899,239592
16750000000000000000,15837129675939218912,239624
16800000000000000000,15882730810900651469,239624
16850000000000000000,15928322334818672808,239564
16900000000000000000,15973904249936202479,239564
16950000000000000000,16019476560854538942,239578
17000000000000000000,16065039268634851829,238604
17050000000000000000,16110592377286359446,239538
17100000000000000000,16156135890227163776,238596
17150000000000000000,16201669810284554418,239592
17200000000000000000,16247194139695312293,239572
17250000000000000000,16292708882463718367,238594
17300000000000000000,16338214040824450859,239584
17350000000000000000,16383709618779325540,239552
17400000000000000000,16429195617971675456,239584
17450000000000000000,16474672042990219209,239564
17500000000000000000,16520138896065436027,239630
17550000000000000000,16565596180016092105,238632
17600000000000000000,16611043898248938512,238624
17650000000000000000,16656482054169467196,239562
17700000000000000000,16701910649415266626,239602
17750000000000000000,16747329687978677602,239602
17800000000000000000,16792739173261780944,238608
17850000000000000000,16838139107487999911,239582
17900000000000000000,16883529494057264793,239616
17950000000000000000,16928910335779670573,239608
18000000000000000000,16974281636052817918,239562
18050000000000000000,17019643397096135126,239608
18100000000000000000,17064995622893475093,238622
18150000000000000000,17110338315073842858,239618
18200000000000000000,17155671478207104359,239572
18250000000000000000,17200995115096737789,239618
18300000000000000000,17246309227957053431,239614
18350000000000000000,17291613820177787022,238594
18400000000000000000,17336908894559386795,239558
18450000000000000000,17382194453901291969,239604
18500000000000000000,17427470502177766350,239578
18550000000000000000,17472737041598015056,239578
18600000000000000000,17517994074958272692,239578
18650000000000000000,17563241606229238958,238582
18700000000000000000,17608479637617098142,239568
18750000000000000000,17653708171327269138,239568
18800000000000000000,17698927212502184222,239578
18850000000000000000,17744136762169839885,238632
18900000000000000000,17789336824295126876,239578
18950000000000000000,17834527401666700454,239578
19000000000000000000,17879708497659527878,239578
19050000000000000000,17924880114472822558,239556
19100000000000000000,17970042255479426334,239606
19150000000000000000,18015194923463803672,237636
19200000000000000000,18060338121796493005,239606
19250000000000000000,18105471852672761058,239612
19300000000000000000,18150596120634935911,239580
19350000000000000000,18195710927289148637,239606
19400000000000000000,18240816276001517295,238636
19450000000000000000,18285912168963369876,239608
19500000000000000000,18330998610712138880,239590
19550000000000000000,18376075604023572375,239636
19600000000000000000,18421143150499228897,239622
19650000000000000000,18466201253499757709,238590
19700000000000000000,18511249916971048682,238646
19750000000000000000,18556289143098267299,239636
19800000000000000000,18601318934652179737,239470
19850000000000000000,18646339295575151363,239492
19900000000000000000,18691350228049363035,239538
19950000000000000000,18736351734842418326,238564
20000000000000000000,18781343819893163014,239498
